"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECEIVEsqrt"
"774",5308883,1994,4,1,23,6,0,0.2778,2.75,11,1,1,0,0,0,0,0,4,2
"775",4942399,1990,3,2,9,3,0.4444,0,6,5,1,0,1,0,0,0,0,3,1.73205080756888
"776",5348106,1994,1,6,4,10,0,0.58,1,14.1,1,0,0,0,0,0,1,1,1
"777",5101653,1992,1,5,6,1,0,0,3,18,1,0,0,0,0,1,0,1,1
"778",4985808,1991,3,4,8,3,0.6667,0,5,12,1,0,0,0,1,0,0,3,1.73205080756888
"779",4937093,1990,2,1,15,0,0.5,1,3.5,85.1429,1,1,0,0,0,0,0,2,1.4142135623731
"780",4913814,1990,1,1,4,9,0,0.7813,2,11.1111,1,1,0,0,0,0,0,1,1
"781",5278529,1994,0,2,18,4,0,0,10.5,10,0,0,1,0,0,0,0,0,0
"782",4989480,1991,0,5,3,2,0,0,10.5,4.5,0,0,0,0,0,1,0,0,0
"783",5211353,1993,0,5,5,3,0,0,10.5,60.6667,0,0,0,0,0,1,0,0,0
"784",5336063,1994,1,5,1,15,0,0.5625,3,47.6,1,0,0,0,0,1,0,1,1
"785",5259952,1993,6,1,9,11,0.2778,0.48,3.8333,18.3636,1,1,0,0,0,0,0,6,2.44948974278318
"786",5418938,1995,4,2,18,10,0.375,0.82,4.25,5.8,1,0,1,0,0,0,0,4,2
"787",5340644,1994,1,1,50,15,0,0.6844,3,8.4667,1,1,0,0,0,0,0,1,1
"788",5058857,1991,8,5,1,9,0,0.3704,4.75,10.7778,1,0,0,0,0,1,0,8,2.82842712474619
"789",5070836,1991,3,5,11,5,0.4444,0,5,2.8,1,0,0,0,0,1,0,3,1.73205080756888
"790",4898721,1990,3,1,5,4,0.4444,0.6667,7,24.5,1,1,0,0,0,0,0,3,1.73205080756888
"791",5092475,1992,10,6,3,8,0.18,0.5313,3.3,5.25,1,0,0,0,0,0,1,10,3.16227766016838
"792",5281995,1994,0,5,19,1,0,0,10.5,5,0,0,0,0,0,1,0,0,0
"793",5279035,1994,2,6,20,9,0,0,5,41.2222,1,0,0,0,0,0,1,2,1.4142135623731
"794",5259232,1993,1,5,10,11,0,0.1975,5,16.9091,1,0,0,0,0,1,0,1,1
"795",4942775,1990,2,4,14,1,0,0,7,23,1,0,0,0,1,0,0,2,1.4142135623731
"796",5325581,1994,0,5,4,7,0,0.7222,10.5,16.5714,0,0,0,0,0,1,0,0,0
"797",5455422,1995,3,4,11,36,0.6667,0.6358,2.3333,15.6667,1,0,0,0,1,0,0,3,1.73205080756888
"798",5427274,1995,0,1,8,29,0,0.7355,10.5,29.3448,0,1,0,0,0,0,0,0,0
"799",5371469,1994,3,4,18,12,0.4444,0.4167,1,15.25,1,0,0,0,1,0,0,3,1.73205080756888
"800",5446092,1995,0,1,7,1,0,0,10.5,2,0,1,0,0,0,0,0,0,0
"801",5436794,1995,0,4,7,2,0,0,10.5,3,0,0,0,0,1,0,0,0,0
"802",5216375,1993,5,4,3,10,0,0.48,2.2,16.1,1,0,0,0,1,0,0,5,2.23606797749979
"803",5384076,1995,4,1,11,2,0.75,0.5,3.75,3.5,1,1,0,0,0,0,0,4,2
"804",4968215,1990,3,5,5,7,0,0.5714,7,10.8571,1,0,0,0,0,1,0,3,1.73205080756888
"805",5208389,1993,5,1,19,24,0,0.2382,3.6,10.7917,1,1,0,0,0,0,0,5,2.23606797749979
"806",5199784,1993,1,4,8,12,0,0.6612,3,22.0833,1,0,0,0,1,0,0,1,1
"807",5163337,1992,2,5,16,5,0.5,0.72,2,8.6,1,0,0,0,0,1,0,2,1.4142135623731
"808",5370480,1994,4,6,20,7,0.375,1,3.5,57.1429,1,0,0,0,0,0,1,4,2
"809",4931005,1990,1,5,1,3,0,0.5,5,35,1,0,0,0,0,1,0,1,1
"810",5177771,1993,4,4,10,3,0.375,0.4444,4,4,1,0,0,0,1,0,0,4,2
"811",5186693,1993,2,5,20,5,0.5,0.48,2,9,1,0,0,0,0,1,0,2,1.4142135623731
"812",5215029,1993,0,5,13,12,0,0,10.5,19.6667,0,0,0,0,0,1,0,0,0
"813",5109824,1992,7,5,8,6,0.5714,0.48,5.2857,14.8333,1,0,0,0,0,1,0,7,2.64575131106459
"814",5036717,1991,1,5,5,5,0,0.32,3,5.2,1,0,0,0,0,1,0,1,1
"815",5438560,1995,3,2,3,4,0.4444,0.625,2.3333,6.25,1,0,1,0,0,0,0,3,1.73205080756888
"816",5428066,1995,0,3,5,15,0,0.6044,10.5,4.5333,0,0,0,1,0,0,0,0,0
"817",5355041,1994,5,4,7,4,0.32,0.625,2.8,5.5,1,0,0,0,1,0,0,5,2.23606797749979
"818",5092447,1992,2,5,4,10,0,0.4898,2.5,21.7,1,0,0,0,0,1,0,2,1.4142135623731
"819",5109789,1992,0,6,12,6,0,0.625,10.5,34.1667,0,0,0,0,0,0,1,0,0
"820",5313373,1994,10,4,19,28,0.58,0.768,3.5,13.5,1,0,0,0,1,0,0,10,3.16227766016838
"821",5410310,1995,5,2,6,12,0.32,0.1528,2.6,13.4167,1,0,1,0,0,0,0,5,2.23606797749979
"822",5462143,1995,0,5,12,5,0,0.56,10.5,7.8,0,0,0,0,0,1,0,0,0
"823",5476962,1995,1,1,5,1,0,0,4,3,1,1,0,0,0,0,0,1,1
"824",5302250,1994,0,1,7,6,0,0.6111,10.5,17.3333,0,1,0,0,0,0,0,0,0
"825",5084580,1992,4,1,10,3,0.75,0.4444,2.5,8.6667,1,1,0,0,0,0,0,4,2
"826",5091299,1992,5,3,16,3,0.72,0.6667,5,10.6667,1,0,0,1,0,0,0,5,2.23606797749979
"827",5292564,1994,3,6,5,5,0.6667,0.5,2.3333,44,1,0,0,0,0,0,1,3,1.73205080756888
"828",5043394,1991,0,1,6,3,0,0,10.5,7.6667,0,1,0,0,0,0,0,0,0
"829",5200168,1993,8,1,18,5,0.5625,0.56,3.25,15.2,1,1,0,0,0,0,0,8,2.82842712474619
"830",4979862,1990,1,5,17,9,0,0.2778,1,27.3333,1,0,0,0,0,1,0,1,1
"831",5172152,1992,0,5,10,1,0,0,10.5,2,0,0,0,0,0,1,0,0,0
"832",5430508,1995,1,3,13,58,0,0.3143,3,29.6897,1,0,0,1,0,0,0,1,1
"833",4978358,1990,9,3,2,10,0.5185,0.18,4.6667,10.2,1,0,0,1,0,0,0,9,3
"834",5160576,1992,3,1,22,8,0.4444,0.7188,3,2.5,1,1,0,0,0,0,0,3,1.73205080756888
"835",5228775,1993,4,1,4,3,0,0.4444,5.75,4.6667,1,1,0,0,0,0,0,4,2
"836",5242715,1993,5,1,12,9,0.72,0.6667,4.4,8.4444,1,1,0,0,0,0,0,5,2.23606797749979
"837",5065731,1991,8,5,12,10,0,0,3.625,5.8,1,0,0,0,0,1,0,8,2.82842712474619
"838",5391568,1995,2,3,4,0,0,1,5.5,85.1429,1,0,0,1,0,0,0,2,1.4142135623731
"839",5121186,1992,5,4,10,10,0.48,0.48,4,9.8,1,0,0,0,1,0,0,5,2.23606797749979
"840",5332785,1994,0,1,12,5,0,0.32,10.5,11.4,0,1,0,0,0,0,0,0,0
"841",5272389,1993,3,4,12,6,0.4444,0.2778,2.3333,5.8333,1,0,0,0,1,0,0,3,1.73205080756888
"842",5095747,1992,5,4,20,22,0.64,0.5125,6.2,14.5455,1,0,0,0,1,0,0,5,2.23606797749979
"843",5300463,1994,10,4,20,3,0.68,0,3.7,17.3333,1,0,0,0,1,0,0,10,3.16227766016838
"844",5275399,1994,3,6,34,35,0,0,3.3333,24.7714,1,0,0,0,0,0,1,3,1.73205080756888
"845",5038912,1991,5,5,13,11,0,0.18,2.8,10.3636,1,0,0,0,0,1,0,5,2.23606797749979
"846",5169704,1992,5,6,17,4,0.56,0.375,4.4,6.5,1,0,0,0,0,0,1,5,2.23606797749979
"847",5273896,1993,9,3,4,8,0.6667,0.6563,4.5556,14.375,1,0,0,1,0,0,0,9,3
"848",5033349,1991,3,6,8,18,0,0,3.6667,55.2222,1,0,0,0,0,0,1,3,1.73205080756888
"849",5042660,1991,0,6,27,5,0,0,10.5,9.2,0,0,0,0,0,0,1,0,0
"850",5270012,1993,1,1,12,11,0,0.72,4,13.9091,1,1,0,0,0,0,0,1,1
"851",4949797,1990,1,6,16,14,0,0.7654,8,27.9286,1,0,0,0,0,0,1,1,1
"852",4938735,1990,4,5,15,6,0,0,4.5,2.6667,1,0,0,0,0,1,0,4,2
"853",4996202,1991,0,3,35,4,0,0,10.5,13.5,0,0,0,1,0,0,0,0,0
"854",5115283,1992,1,4,6,2,0,0.5,1,8,1,0,0,0,1,0,0,1,1
"855",5358401,1994,0,6,8,6,0,0,10.5,14.6667,0,0,0,0,0,0,1,0,0
"856",5434270,1995,0,1,3,2,0,0.5,10.5,11,0,1,0,0,0,0,0,0,0
"857",5220567,1993,8,2,2,2,0,0,2.875,2,1,0,1,0,0,0,0,8,2.82842712474619
"858",4940722,1990,0,3,19,5,0,0.64,10.5,7.2,0,0,0,1,0,0,0,0,0
"859",5392389,1995,10,2,6,3,0.54,0,2,3.6667,1,0,1,0,0,0,0,10,3.16227766016838
"860",5278623,1994,4,5,4,7,0,0,2.75,9,1,0,0,0,0,1,0,4,2
"861",5199520,1993,7,5,2,3,0,0,3.2857,11,1,0,0,0,0,1,0,7,2.64575131106459
"862",4997082,1991,6,6,10,35,0.5,0.8264,8,30.3143,1,0,0,0,0,0,1,6,2.44948974278318
"863",5196909,1993,5,4,7,5,0.56,0.56,5.2,2.8,1,0,0,0,1,0,0,5,2.23606797749979
"864",4968042,1990,4,6,9,3,0,0,4,20.6667,1,0,0,0,0,0,1,4,2
"865",4898325,1990,7,6,1,1,0.449,0,6.8571,6,1,0,0,0,0,0,1,7,2.64575131106459
"866",5244586,1993,5,1,17,4,0.56,0,4.6,3.75,1,1,0,0,0,0,0,5,2.23606797749979
"867",5339042,1994,3,4,22,2,0,0.5,1,5.5,1,0,0,0,1,0,0,3,1.73205080756888
"868",5409209,1995,5,5,14,8,0.64,0.5313,3.2,8.375,1,0,0,0,0,1,0,5,2.23606797749979
"869",5448787,1995,0,6,12,4,0,0.6667,10.5,27,0,0,0,0,0,0,1,0,0
"870",5124050,1992,0,1,2,7,0,0.7222,10.5,20.4286,0,1,0,0,0,0,0,0,0
"871",4948970,1990,2,4,24,21,0.5,0.5,2.5,17.4286,1,0,0,0,1,0,0,2,1.4142135623731
"872",5411700,1995,0,5,3,10,0,0.5714,10.5,20.2,0,0,0,0,0,1,0,0,0
"873",5299326,1994,1,6,8,9,0,0.5714,2,28.4444,1,0,0,0,0,0,1,1,1
"874",5306541,1994,1,6,9,0,0,1,3,85.1429,1,0,0,0,0,0,1,1,1
"875",4932732,1990,6,5,18,1,0.5,0,5.8333,18,1,0,0,0,0,1,0,6,2.44948974278318
"876",5361657,1994,4,5,16,10,0.375,0,3.75,39.3,1,0,0,0,0,1,0,4,2
"877",5101964,1992,6,5,13,10,0.7222,0.8395,3.8333,14.7,1,0,0,0,0,1,0,6,2.44948974278318
"878",5092805,1992,2,4,12,3,0,0,4.5,24,1,0,0,0,1,0,0,2,1.4142135623731
"879",4898304,1990,4,1,17,10,0.5,0,7.25,21.1,1,1,0,0,0,0,0,4,2
"880",5142822,1992,7,5,13,6,0.2449,0.6111,2.5714,8.6667,1,0,0,0,0,1,0,7,2.64575131106459
"881",5129173,1992,2,5,23,19,0,0,2,19.1579,1,0,0,0,0,1,0,2,1.4142135623731
"882",5344878,1994,1,1,5,4,0,0,4,6,1,1,0,0,0,0,0,1,1
"883",4984164,1991,10,2,5,6,0.5,0.2778,3.5,2.3333,1,0,1,0,0,0,0,10,3.16227766016838
"884",4921458,1990,2,6,19,10,0,0,6,32.9,1,0,0,0,0,0,1,2,1.4142135623731
"885",5389440,1995,3,6,16,4,0.6667,0.375,1.3333,18.25,1,0,0,0,0,0,1,3,1.73205080756888
"886",5225376,1993,1,4,18,16,0,0.4141,4,7,1,0,0,0,1,0,0,1,1
"887",5245014,1993,1,1,6,7,0,0,5,5.5714,1,1,0,0,0,0,0,1,1
"888",5354144,1994,0,6,6,14,0,0.2551,10.5,11.0714,0,0,0,0,0,0,1,0,0
"889",4909431,1990,4,5,13,1,0.375,0,3.5,2,1,0,0,0,0,1,0,4,2
"890",5073592,1991,0,1,13,1,0,0,10.5,6,0,1,0,0,0,0,0,0,0
"891",5214915,1993,9,4,6,3,0.5679,0,2.8889,8.3333,1,0,0,0,1,0,0,9,3
"892",5437717,1995,4,1,13,3,0,0,2.5,7.6667,1,1,0,0,0,0,0,4,2
"893",4999982,1991,4,6,17,16,0.375,0.8395,2,37,1,0,0,0,0,0,1,4,2
"894",5018652,1991,4,6,10,10,0.5,0.72,6.25,28.3,1,0,0,0,0,0,1,4,2
"895",5108428,1992,5,3,25,16,0.56,0.8267,5.2,8.5625,1,0,0,1,0,0,0,5,2.23606797749979
"896",5083018,1992,2,4,12,3,0.5,0.4444,4,3.3333,1,0,0,0,1,0,0,2,1.4142135623731
"897",5385257,1995,4,6,1,11,0.375,0.58,1.75,12.9091,1,0,0,0,0,0,1,4,2
"898",5372901,1994,5,1,20,2,0.8,0.5,4,4.5,1,1,0,0,0,0,0,5,2.23606797749979
"899",5330552,1994,0,1,7,2,0,0,10.5,12,0,1,0,0,0,0,0,0,0
"900",5418336,1995,3,6,28,6,0.4444,0.48,3,14.5,1,0,0,0,0,0,1,3,1.73205080756888
"901",5014868,1991,6,6,20,11,0.7222,0.7813,6.6667,26.7273,1,0,0,0,0,0,1,6,2.44948974278318
"902",5370587,1994,1,5,14,4,0,0.4444,3,18.25,1,0,0,0,0,1,0,1,1
"903",5166091,1992,0,4,6,7,0,0.4082,10.5,4.4286,0,0,0,0,1,0,0,0,0
"904",4956661,1990,2,5,8,9,0,0,4,5.2222,1,0,0,0,0,1,0,2,1.4142135623731
"905",5448111,1995,0,4,6,5,0,0.8,10.5,11.6,0,0,0,0,1,0,0,0,0
"906",4968822,1990,0,1,3,3,0,0.4444,10.5,3.6667,0,1,0,0,0,0,0,0,0
"907",5113633,1992,0,6,8,4,0,0.4444,10.5,20.25,0,0,0,0,0,0,1,0,0
"908",5220577,1993,4,4,17,2,0,0,4.75,2.5,1,0,0,0,1,0,0,4,2
"909",5300551,1994,0,1,9,1,0,0,10.5,17,0,1,0,0,0,0,0,0,0
"910",5411464,1995,2,5,9,9,0,0,4,15.6667,1,0,0,0,0,1,0,2,1.4142135623731
"911",5148076,1992,3,4,23,11,0,0.7438,2.3333,5.6364,1,0,0,0,1,0,0,3,1.73205080756888
"912",5479289,1995,1,5,24,7,0,0.6939,1,7.8571,1,0,0,0,0,1,0,1,1
"913",4947226,1990,5,4,30,12,0.32,0.4861,4.2,5.5833,1,0,0,0,1,0,0,5,2.23606797749979
"914",5010120,1991,5,1,7,1,0.72,0,4.2,17,1,1,0,0,0,0,0,5,2.23606797749979
"915",5434286,1995,2,1,6,7,0,0.6939,2.5,8.8571,1,1,0,0,0,0,0,2,1.4142135623731
"916",5393021,1995,1,6,19,9,0,0.2449,4,22.7778,1,0,0,0,0,0,1,1,1
"917",5081283,1992,3,1,5,4,0.4444,0.625,3,12.25,1,1,0,0,0,0,0,3,1.73205080756888
"918",5367618,1994,9,2,8,4,0.6173,0.375,3.3333,2.5,1,0,1,0,0,0,0,9,3
"919",4983832,1991,0,4,14,11,0,0.1653,10.5,7.7273,0,0,0,0,1,0,0,0,0
"920",5302366,1994,0,1,11,5,0,0.32,10.5,7.2,0,1,0,0,0,0,0,0,0
"921",4900113,1990,10,2,5,2,0.64,0.5,4.9,6.5,1,0,1,0,0,0,0,10,3.16227766016838
"922",5315465,1994,5,2,8,14,0.32,0.7041,3.4,12.7857,1,0,1,0,0,0,0,5,2.23606797749979
"923",5246439,1993,5,3,5,7,0.64,0,2.8,12.8571,1,0,0,1,0,0,0,5,2.23606797749979
"924",5430183,1995,0,1,20,1,0,0,10.5,13,0,1,0,0,0,0,0,0,0
"925",4903011,1990,2,2,33,10,0.5,0.46,1,9.2,1,0,1,0,0,0,0,2,1.4142135623731
"926",5279466,1994,0,5,4,9,0,0,10.5,19.3333,0,0,0,0,0,1,0,0,0
"927",5446503,1995,0,4,22,23,0,0.3781,10.5,7.0435,0,0,0,0,1,0,0,0,0
"928",4977318,1990,1,4,2,1,0,0,2,9,1,0,0,0,1,0,0,1,1
"929",5302260,1994,4,1,10,12,0,0,5.75,28.4167,1,1,0,0,0,0,0,4,2
"930",5452225,1995,7,2,39,9,0.4082,0,1.2857,4.6667,1,0,1,0,0,0,0,7,2.64575131106459
"931",5203891,1993,6,1,20,16,0.6111,0.5278,3,20.4375,1,1,0,0,0,0,0,6,2.44948974278318
"932",5395681,1995,7,6,15,4,0.5714,0.625,2.7143,5.25,1,0,0,0,0,0,1,7,2.64575131106459
"933",5066712,1991,3,1,7,4,0.4444,0.625,6.6667,11.5,1,1,0,0,0,0,0,3,1.73205080756888
"934",5024881,1991,4,6,9,2,0.375,0.5,4.25,8.5,1,0,0,0,0,0,1,4,2
"935",5450430,1995,0,4,9,2,0,0,10.5,6,0,0,0,0,1,0,0,0,0
"936",5196891,1993,4,5,3,5,0,0,4.75,10.2,1,0,0,0,0,1,0,4,2
"937",5130404,1992,5,1,22,1,0.72,0,5.2,15,1,1,0,0,0,0,0,5,2.23606797749979
"938",4956006,1990,2,1,54,7,0,0.4082,6.5,9.1429,1,1,0,0,0,0,0,2,1.4142135623731
"939",5360104,1994,5,6,20,7,0.32,0.2778,2.2,11.4286,1,0,0,0,0,0,1,5,2.23606797749979
"940",5255556,1993,3,4,7,8,0.4444,0.5625,3,7,1,0,0,0,1,0,0,3,1.73205080756888
"941",5252125,1993,3,1,6,8,0.4444,0,4.3333,2.625,1,1,0,0,0,0,0,3,1.73205080756888
"942",5173590,1992,3,5,8,11,0.6667,0.4959,5.6667,4.5455,1,0,0,0,0,1,0,3,1.73205080756888
"943",5002946,1991,10,3,21,0,0.18,1,3,85.1429,1,0,0,1,0,0,0,10,3.16227766016838
"944",5176975,1993,2,1,7,3,0.5,0,3,5.6667,1,1,0,0,0,0,0,2,1.4142135623731
"945",5434345,1995,0,3,3,3,0,0.4444,10.5,7,0,0,0,1,0,0,0,0,0
"946",5327720,1994,0,4,5,5,0,0.64,10.5,13.2,0,0,0,0,1,0,0,0,0
"947",5370539,1994,1,6,8,7,0,0,3,24.2857,1,0,0,0,0,0,1,1,1
"948",4890643,1990,1,6,5,17,0,0.4615,6,17.9412,1,0,0,0,0,0,1,1,1
"949",5471220,1995,2,2,21,17,0.5,0.5467,1,5.9412,1,0,1,0,0,0,0,2,1.4142135623731
"950",5210175,1993,0,1,20,10,0,0.64,10.5,4.4,0,1,0,0,0,0,0,0,0
"951",4911708,1990,2,3,8,9,0.5,0.3704,7,17.5556,1,0,0,1,0,0,0,2,1.4142135623731
"952",5209025,1993,1,5,16,4,0,0.375,4,10.5,1,0,0,0,0,1,0,1,1
"953",5039154,1991,8,5,6,7,0,0.2778,4,23.8571,1,0,0,0,0,1,0,8,2.82842712474619
"954",5334920,1994,3,4,7,8,0,0.6875,4,6.75,1,0,0,0,1,0,0,3,1.73205080756888
"955",4961829,1990,1,1,6,8,0,0.8438,2,5.875,1,1,0,0,0,0,0,1,1
"956",5240653,1993,8,1,1,10,0.6563,0.7,4.25,11.1,1,1,0,0,0,0,0,8,2.82842712474619
"957",4996961,1991,4,5,2,1,0,0,2.5,1,1,0,0,0,0,1,0,4,2
"958",4926178,1990,6,2,13,3,0.2778,0.4444,4.6667,11,1,0,1,0,0,0,0,6,2.44948974278318
"959",5275009,1994,0,6,1,1,0,0,10.5,3,0,0,0,0,0,0,1,0,0
"960",5334742,1994,1,1,20,1,0,0,1,11,1,1,0,0,0,0,0,1,1
"961",5124822,1992,3,1,15,8,0.6667,0.7813,5,7.5,1,1,0,0,0,0,0,3,1.73205080756888
"962",5372728,1994,1,1,20,7,0,0.2449,2,6.5714,1,1,0,0,0,0,0,1,1
"963",5355488,1994,3,2,1,6,0.4444,0.5,2,4.5,1,0,1,0,0,0,0,3,1.73205080756888
"964",5441533,1995,1,3,10,25,0,0.6942,3,18.08,1,0,0,1,0,0,0,1,1
"965",5015976,1991,3,2,10,2,0,0,4,14.5,1,0,1,0,0,0,0,3,1.73205080756888
"966",5118940,1992,2,4,24,3,0.5,0.4444,2.5,9,1,0,0,0,1,0,0,2,1.4142135623731
"967",5280245,1994,2,4,12,3,0,0,1.5,3,1,0,0,0,1,0,0,2,1.4142135623731
"968",5102090,1992,2,6,4,8,0.5,0.75,5,6.125,1,0,0,0,0,0,1,2,1.4142135623731
"969",5025149,1991,1,4,20,4,0,0.375,2,4.25,1,0,0,0,1,0,0,1,1
"970",5117625,1992,3,4,8,7,0,0.32,2,17.5714,1,0,0,0,1,0,0,3,1.73205080756888
"971",5392693,1995,4,5,5,5,0,0.72,2.25,11.2,1,0,0,0,0,1,0,4,2
"972",5414175,1995,0,1,5,1,0,0,10.5,21,0,1,0,0,0,0,0,0,0
"973",5342720,1994,3,1,10,29,0.4444,0.1855,1,14.7586,1,1,0,0,0,0,0,3,1.73205080756888
"974",4954386,1990,5,6,11,5,0.72,0.375,5.8,28.8,1,0,0,0,0,0,1,5,2.23606797749979
"975",5434486,1995,2,4,6,5,0,0.8,3,8,1,0,0,0,1,0,0,2,1.4142135623731
"976",5020731,1991,3,5,15,8,0.4444,0.6939,3.3333,19.75,1,0,0,0,0,1,0,3,1.73205080756888
"977",5219493,1993,4,1,9,7,0.375,0.8163,3.25,10.8571,1,1,0,0,0,0,0,4,2
"978",4999942,1991,0,6,2,6,0,1,10.5,62,0,0,0,0,0,0,1,0,0
"979",5206690,1993,0,5,12,6,0,0,10.5,7.8333,0,0,0,0,0,1,0,0,0
"980",4965246,1990,4,4,12,2,0.5,0.5,3,2.5,1,0,0,0,1,0,0,4,2
"981",4984492,1991,2,5,4,8,0.5,0.2188,3,12.5,1,0,0,0,0,1,0,2,1.4142135623731
"982",4972704,1990,1,4,6,3,0,0.5,1,17.6667,1,0,0,0,1,0,0,1,1
"983",4895544,1990,6,6,8,3,0.7222,0,5,19.3333,1,0,0,0,0,0,1,6,2.44948974278318
"984",5102182,1992,4,5,16,6,0.375,0,3.25,24.6667,1,0,0,0,0,1,0,4,2
"985",5211493,1993,3,5,6,15,0.4444,0.7111,3.6667,5.6,1,0,0,0,0,1,0,3,1.73205080756888
"986",5011370,1991,0,5,3,5,0,0.4444,10.5,45.2,0,0,0,0,0,1,0,0,0
"987",5003814,1991,9,6,26,10,0.7654,0.6563,6,20.8,1,0,0,0,0,0,1,9,3
"988",5406109,1995,3,4,5,3,0.4444,0.4444,4,7.6667,1,0,0,0,1,0,0,3,1.73205080756888
"989",5152168,1992,0,4,2,2,0,0.5,10.5,2.5,0,0,0,0,1,0,0,0,0
"990",4901525,1990,6,4,25,5,0.5,0.56,6.6667,5.2,1,0,0,0,1,0,0,6,2.44948974278318
"991",5092002,1992,2,6,18,13,0,0.4444,6.5,12.7692,1,0,0,0,0,0,1,2,1.4142135623731
"992",4924537,1990,2,6,8,11,0,0.5714,3.5,33.8182,1,0,0,0,0,0,1,2,1.4142135623731
"993",5332617,1994,1,6,7,4,0,0.375,5,8.25,1,0,0,0,0,0,1,1,1
"994",5322949,1994,2,1,12,1,0,0,4,14,1,1,0,0,0,0,0,2,1.4142135623731
"995",5228876,1993,2,5,10,21,0.5,0.49,3,18.3333,1,0,0,0,0,1,0,2,1.4142135623731
"996",5064327,1991,2,5,14,6,0.5,0.2778,4,9.8333,1,0,0,0,0,1,0,2,1.4142135623731
"997",5181508,1993,10,3,10,9,0,0.5313,5.7,20.7778,1,0,0,1,0,0,0,10,3.16227766016838
"998",5382060,1995,1,6,4,8,0,0.449,2,18.5,1,0,0,0,0,0,1,1,1
"999",4963637,1990,8,1,29,6,0.4063,0.6667,4.5,6.3333,1,1,0,0,0,0,0,8,2.82842712474619
"1000",5175092,1992,5,3,6,8,0.64,0.375,3.2,5,1,0,0,1,0,0,0,5,2.23606797749979
"1001",5394340,1995,5,2,31,9,0.72,0.3704,3.2,6.2222,1,0,1,0,0,0,0,5,2.23606797749979
"1002",5080717,1992,7,1,4,2,0.5714,0.5,3.5714,8.5,1,1,0,0,0,0,0,7,2.64575131106459
"1003",5154681,1992,1,5,19,16,0,0.24,2,15.125,1,0,0,0,0,1,0,1,1
"1004",5320911,1994,0,6,6,6,0,0.5,10.5,14.3333,0,0,0,0,0,0,1,0,0
"1005",5120405,1992,0,1,6,5,0,0.625,10.5,20,0,1,0,0,0,0,0,0,0
"1006",5161603,1992,1,5,7,6,0,0,2,11.1667,1,0,0,0,0,1,0,1,1
"1007",5265902,1993,1,5,10,8,0,0.4082,3,16.25,1,0,0,0,0,1,0,1,1
"1008",5385782,1995,0,6,7,6,0,0.2778,10.5,13.5,0,0,0,0,0,0,1,0,0
"1009",5308663,1994,3,6,11,4,0.6667,0.75,5.6667,11.5,1,0,0,0,0,0,1,3,1.73205080756888
"1010",5085006,1992,0,5,7,12,0,0.64,10.5,12.6667,0,0,0,0,0,1,0,0,0
"1011",5359766,1994,0,5,4,7,0,0.6939,10.5,14.8571,0,0,0,0,0,1,0,0,0
"1012",5276600,1994,3,4,5,5,0.6667,0.72,3.3333,7,1,0,0,0,1,0,0,3,1.73205080756888
"1013",5035186,1991,6,6,28,9,0.5,0.6563,6,13.1111,1,0,0,0,0,0,1,6,2.44948974278318
"1014",5384620,1995,3,5,23,13,0,0.6667,1,8.3077,1,0,0,0,0,1,0,3,1.73205080756888
"1015",5130021,1992,0,1,9,6,0,0,10.5,70.6667,0,1,0,0,0,0,0,0,0
"1016",5410219,1995,3,4,24,9,0.4444,0.5679,3,6.8889,1,0,0,0,1,0,0,3,1.73205080756888
"1017",5261497,1993,4,6,27,16,0.375,0.6735,2.5,14.1875,1,0,0,0,0,0,1,4,2
"1018",5028199,1991,1,5,7,1,0,0,5,18,1,0,0,0,0,1,0,1,1
"1019",5157090,1992,1,1,9,2,0,0.5,2,16,1,1,0,0,0,0,0,1,1
"1020",5138095,1992,0,1,31,7,0,0.7222,10.5,11.2857,0,1,0,0,0,0,0,0,0
"1021",5152921,1992,0,1,6,4,0,0.625,10.5,9.5,0,1,0,0,0,0,0,0,0
"1022",5014579,1991,1,5,28,3,0,0.6667,8,9.6667,1,0,0,0,0,1,0,1,1
"1023",5336135,1994,0,6,23,9,0,0.4898,10.5,26.6667,0,0,0,0,0,0,1,0,0
"1024",5126552,1992,5,4,11,3,0.32,0.4444,2.2,14.3333,1,0,0,0,1,0,0,5,2.23606797749979
"1025",5149028,1992,3,6,9,21,0.4444,0.644,3.3333,7.6667,1,0,0,0,0,0,1,3,1.73205080756888
"1026",5279674,1994,1,6,6,13,0,0.4861,1,21.3846,1,0,0,0,0,0,1,1,1
"1027",5320578,1994,1,5,2,4,0,0.375,3,11,1,0,0,0,0,1,0,1,1
"1028",5214914,1993,6,4,24,12,0.2778,0.6446,3.8333,19,1,0,0,0,1,0,0,6,2.44948974278318
"1029",5437502,1995,3,6,13,19,0.4444,0.782,2.6667,12.1579,1,0,0,0,0,0,1,3,1.73205080756888
"1030",5134793,1992,6,6,12,9,0.2778,0.4082,2.6667,22.3333,1,0,0,0,0,0,1,6,2.44948974278318
"1031",4917961,1990,5,6,9,5,0.72,0.64,4.4,8.8,1,0,0,0,0,0,1,5,2.23606797749979
"1032",5405093,1995,1,5,7,11,0,0.6122,2,30.7273,1,0,0,0,0,1,0,1,1
"1033",5202097,1993,1,1,23,11,0,0,5,14.8182,1,1,0,0,0,0,0,1,1
