"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECmdnSplt"
"817",5405636,1995,2,6,21,7,0,0,3,25.7143,1,0,0,0,0,0,1,2,0
"818",5378031,1995,2,5,3,4,0,0,3,26,1,0,0,0,0,1,0,2,0
"819",4994110,1991,10,1,20,12,0.68,0.1528,5.1,4.4167,1,1,0,0,0,0,0,10,1
"820",4927794,1990,2,1,1,4,0.5,0,7.5,21.75,1,1,0,0,0,0,0,2,0
"821",5225311,1993,4,1,9,9,0,0.3457,4.75,4.6667,1,1,0,0,0,0,0,4,1
"822",5451645,1995,5,1,29,23,0.64,0.5331,3,18.5652,1,1,0,0,0,0,0,5,1
"823",4902944,1990,4,4,13,22,0.75,0.4463,4,5.1364,1,0,0,0,1,0,0,4,1
"824",5377636,1995,4,5,16,17,0,0.3367,2,13.4706,1,0,0,0,0,1,0,4,1
"825",5081078,1992,2,1,15,14,0.5,0.7755,3.5,6.1429,1,1,0,0,0,0,0,2,0
"826",5125574,1992,7,5,24,17,0.8571,0.7822,3.7143,15.5294,1,0,0,0,0,1,0,7,1
"827",5047398,1991,4,3,11,2,0.375,0,10.25,21.5,1,0,0,1,0,0,0,4,1
"828",5203879,1993,4,1,11,5,0,0,3,9,1,1,0,0,0,0,0,4,1
"829",5395320,1995,6,3,9,64,0.2778,0.5459,3.1667,8.5313,1,0,0,1,0,0,0,6,1
"830",5477268,1995,3,4,13,11,0.4444,0.7769,2.3333,5.1818,1,0,0,0,1,0,0,3,0
"831",5189830,1993,0,6,5,6,0,0,10.5,8.1667,0,0,0,0,0,0,1,0,0
"832",4957153,1990,9,5,55,14,0,0,2.8889,9.5714,1,0,0,0,0,1,0,9,1
"833",5234722,1993,6,1,9,6,0.2778,0.6667,3.5,11.6667,1,1,0,0,0,0,0,6,1
"834",5297740,1994,1,5,6,6,0,0.8333,1,8.3333,1,0,0,0,0,1,0,1,0
"835",5059184,1991,9,3,6,8,0.3457,0,3,1.75,1,0,0,1,0,0,0,9,1
"836",5460392,1995,0,5,4,6,0,0,10.5,26.3333,0,0,0,0,0,1,0,0,0
"837",5392967,1995,3,1,2,6,0,0.5,3,16.5,1,1,0,0,0,0,0,3,0
"838",5088184,1992,0,5,1,37,0,0.4258,10.5,16.5135,0,0,0,0,0,1,0,0,0
"839",5208008,1993,1,3,39,1,0,0,7,6,1,0,0,1,0,0,0,1,0
"840",5301305,1994,0,2,33,7,0,0.8163,10.5,10,0,0,1,0,0,0,0,0,0
"841",4924145,1990,1,4,2,4,0,0.5,7,10.75,1,0,0,0,1,0,0,1,0
"842",5461865,1995,3,4,11,11,0,0.4628,2,4.8182,1,0,0,0,1,0,0,3,0
"843",5245300,1993,3,2,5,4,0.4444,0,4.3333,22.75,1,0,1,0,0,0,0,3,0
"844",5189908,1993,2,4,19,4,0,0.375,6.5,11.5,1,0,0,0,1,0,0,2,0
"845",5282716,1994,3,5,31,3,0.6667,0.6667,5,8.6667,1,0,0,0,0,1,0,3,0
"846",4963332,1990,7,1,5,1,0.6122,0,4.5714,2,1,1,0,0,0,0,0,7,1
"847",5187927,1993,1,6,4,3,0,0.6667,2,3.3333,1,0,0,0,0,0,1,1,0
"848",5376298,1994,13,1,24,9,0.4852,0.7901,2.4615,5.2222,1,1,0,0,0,0,0,13,1
"849",5181614,1993,8,6,11,13,0.6875,0.6173,3.25,39.8462,1,0,0,0,0,0,1,8,1
"850",5356593,1994,0,1,28,9,0,0.642,10.5,6.6667,0,1,0,0,0,0,0,0,0
"851",5132337,1992,10,1,9,8,0.74,0.75,3.2,6.125,1,1,0,0,0,0,0,10,1
"852",5055140,1991,2,4,12,10,0.5,0.18,4.5,8.2,1,0,0,0,1,0,0,2,0
"853",5319253,1994,10,4,7,2,0.32,0,3.2,2,1,0,0,0,1,0,0,10,1
"854",5407075,1995,0,6,7,5,0,0.5,10.5,43.4,0,0,0,0,0,0,1,0,0
"855",5288410,1994,2,1,8,9,0,0.5679,3,10,1,1,0,0,0,0,0,2,0
"856",4995852,1991,4,5,3,3,0.625,0.5,5.25,23.3333,1,0,0,0,0,1,0,4,1
"857",5171912,1992,4,1,22,7,0.5,0.2449,3.5,9.7143,1,1,0,0,0,0,0,4,1
"858",5082153,1992,4,6,4,10,0.375,0.4082,6.25,21.3,1,0,0,0,0,0,1,4,1
"859",5321733,1994,0,4,23,2,0,0,10.5,10.5,0,0,0,0,1,0,0,0,0
"860",5458595,1995,5,3,6,7,0.48,0.5714,3.2,7.2857,1,0,0,1,0,0,0,5,1
"861",5457367,1995,3,4,15,16,0,0.8281,3.6667,7.9375,1,0,0,0,1,0,0,3,0
"862",5453473,1995,0,1,2,6,0,0.4444,10.5,27.1667,0,1,0,0,0,0,0,0,0
"863",5273678,1993,3,1,8,2,0.6667,0.5,3.6667,7,1,1,0,0,0,0,0,3,0
"864",5161228,1992,4,2,4,13,0,0.7337,3.75,11.2308,1,0,1,0,0,0,0,4,1
"865",5381087,1995,7,4,13,8,0.4898,0.375,4.1429,3.875,1,0,0,0,1,0,0,7,1
"866",5459645,1995,2,4,11,8,0,0.6122,3,18.875,1,0,0,0,1,0,0,2,0
"867",5052334,1991,0,1,9,3,0,0,10.5,14.6667,0,1,0,0,0,0,0,0,0
"868",4903283,1990,2,4,7,4,0.5,0.625,2.5,4.75,1,0,0,0,1,0,0,2,0
"869",5359833,1994,0,6,9,4,0,0,10.5,51.75,0,0,0,0,0,0,1,0,0
"870",5104905,1992,3,1,11,10,0,0.18,5.3333,7.2,1,1,0,0,0,0,0,3,0
"871",5374649,1994,1,3,14,5,0,0,4,8.4,1,0,0,1,0,0,0,1,0
"872",5065230,1991,5,4,12,2,0.32,0,5.4,6.5,1,0,0,0,1,0,0,5,1
"873",5153965,1992,2,6,15,3,0.5,0.5,4.5,19,1,0,0,0,0,0,1,2,0
"874",5467501,1995,2,6,20,11,0,0.18,3.5,17.9091,1,0,0,0,0,0,1,2,0
"875",5078344,1992,1,5,8,10,0,0,1,16.4,1,0,0,0,0,1,0,1,0
"876",5431114,1995,4,6,7,3,0,0,3.25,6.3333,1,0,0,0,0,0,1,4,1
"877",4906798,1990,1,1,19,5,0,0,7,7,1,1,0,0,0,0,0,1,0
"878",5234409,1993,20,3,23,21,0.65,0.6094,3.45,16.6667,1,0,0,1,0,0,0,15,1
"879",5078350,1992,2,6,15,17,0,0.625,4,50.8235,1,0,0,0,0,0,1,2,0
"880",5308883,1994,4,1,23,6,0,0.2778,2.75,11,1,1,0,0,0,0,0,4,1
"881",4915136,1990,19,6,7,8,0.4986,0.64,6.3684,31.625,1,0,0,0,0,0,1,15,1
"882",4942399,1990,3,2,9,3,0.4444,0,6,5,1,0,1,0,0,0,0,3,0
"883",5346026,1994,19,6,18,21,0,0.185,3.4211,13.7619,1,0,0,0,0,0,1,15,1
"884",5348106,1994,1,6,4,10,0,0.58,1,14.1,1,0,0,0,0,0,1,1,0
"885",5101653,1992,1,5,6,1,0,0,3,18,1,0,0,0,0,1,0,1,0
"886",4985808,1991,3,4,8,3,0.6667,0,5,12,1,0,0,0,1,0,0,3,0
"887",4922276,1990,22,5,13,4,0.1694,0.375,5.4545,11.75,1,0,0,0,0,1,0,15,1
"888",4937093,1990,2,1,15,0,0.5,1,3.5,85.1429,1,1,0,0,0,0,0,2,0
"889",4913814,1990,1,1,4,9,0,0.7813,2,11.1111,1,1,0,0,0,0,0,1,0
"890",5278529,1994,0,2,18,4,0,0,10.5,10,0,0,1,0,0,0,0,0,0
"891",4989480,1991,0,5,3,2,0,0,10.5,4.5,0,0,0,0,0,1,0,0,0
"892",5211353,1993,0,5,5,3,0,0,10.5,60.6667,0,0,0,0,0,1,0,0,0
"893",5336063,1994,1,5,1,15,0,0.5625,3,47.6,1,0,0,0,0,1,0,1,0
"894",5107225,1992,58,4,22,3,0.6914,0,4.8276,8,1,0,0,0,1,0,0,15,1
"895",5259952,1993,6,1,9,11,0.2778,0.48,3.8333,18.3636,1,1,0,0,0,0,0,6,1
"896",5418938,1995,4,2,18,10,0.375,0.82,4.25,5.8,1,0,1,0,0,0,0,4,1
"897",5340644,1994,1,1,50,15,0,0.6844,3,8.4667,1,1,0,0,0,0,0,1,0
"898",4968515,1990,15,6,18,12,0.7022,0.48,6.6,14.75,1,0,0,0,0,0,1,15,1
"899",5058857,1991,8,5,1,9,0,0.3704,4.75,10.7778,1,0,0,0,0,1,0,8,1
"900",5070836,1991,3,5,11,5,0.4444,0,5,2.8,1,0,0,0,0,1,0,3,0
"901",4898721,1990,3,1,5,4,0.4444,0.6667,7,24.5,1,1,0,0,0,0,0,3,0
"902",5092475,1992,10,6,3,8,0.18,0.5313,3.3,5.25,1,0,0,0,0,0,1,10,1
"903",5281995,1994,0,5,19,1,0,0,10.5,5,0,0,0,0,0,1,0,0,0
"904",5279035,1994,2,6,20,9,0,0,5,41.2222,1,0,0,0,0,0,1,2,0
"905",5259232,1993,1,5,10,11,0,0.1975,5,16.9091,1,0,0,0,0,1,0,1,0
"906",4942775,1990,2,4,14,1,0,0,7,23,1,0,0,0,1,0,0,2,0
"907",5325581,1994,0,5,4,7,0,0.7222,10.5,16.5714,0,0,0,0,0,1,0,0,0
"908",5455422,1995,3,4,11,36,0.6667,0.6358,2.3333,15.6667,1,0,0,0,1,0,0,3,0
"909",5427274,1995,0,1,8,29,0,0.7355,10.5,29.3448,0,1,0,0,0,0,0,0,0
"910",5371469,1994,3,4,18,12,0.4444,0.4167,1,15.25,1,0,0,0,1,0,0,3,0
"911",5446092,1995,0,1,7,1,0,0,10.5,2,0,1,0,0,0,0,0,0,0
"912",5436794,1995,0,4,7,2,0,0,10.5,3,0,0,0,0,1,0,0,0,0
"913",5216375,1993,5,4,3,10,0,0.48,2.2,16.1,1,0,0,0,1,0,0,5,1
"914",5232518,1993,14,4,13,6,0.5408,0.4444,3.3571,9.1667,1,0,0,0,1,0,0,14,1
"915",5384076,1995,4,1,11,2,0.75,0.5,3.75,3.5,1,1,0,0,0,0,0,4,1
"916",4968215,1990,3,5,5,7,0,0.5714,7,10.8571,1,0,0,0,0,1,0,3,0
"917",5208389,1993,5,1,19,24,0,0.2382,3.6,10.7917,1,1,0,0,0,0,0,5,1
"918",5199784,1993,1,4,8,12,0,0.6612,3,22.0833,1,0,0,0,1,0,0,1,0
"919",5163337,1992,2,5,16,5,0.5,0.72,2,8.6,1,0,0,0,0,1,0,2,0
"920",5332642,1994,18,1,26,15,0.2037,0.6844,3,11.7333,1,1,0,0,0,0,0,15,1
"921",5370480,1994,4,6,20,7,0.375,1,3.5,57.1429,1,0,0,0,0,0,1,4,1
"922",4931005,1990,1,5,1,3,0,0.5,5,35,1,0,0,0,0,1,0,1,0
"923",5177771,1993,4,4,10,3,0.375,0.4444,4,4,1,0,0,0,1,0,0,4,1
"924",5186693,1993,2,5,20,5,0.5,0.48,2,9,1,0,0,0,0,1,0,2,0
"925",5215029,1993,0,5,13,12,0,0,10.5,19.6667,0,0,0,0,0,1,0,0,0
"926",5109824,1992,7,5,8,6,0.5714,0.48,5.2857,14.8333,1,0,0,0,0,1,0,7,1
"927",5036717,1991,1,5,5,5,0,0.32,3,5.2,1,0,0,0,0,1,0,1,0
"928",5438560,1995,3,2,3,4,0.4444,0.625,2.3333,6.25,1,0,1,0,0,0,0,3,0
"929",5428066,1995,0,3,5,15,0,0.6044,10.5,4.5333,0,0,0,1,0,0,0,0,0
"930",5355041,1994,5,4,7,4,0.32,0.625,2.8,5.5,1,0,0,0,1,0,0,5,1
"931",5092447,1992,2,5,4,10,0,0.4898,2.5,21.7,1,0,0,0,0,1,0,2,0
"932",5109789,1992,0,6,12,6,0,0.625,10.5,34.1667,0,0,0,0,0,0,1,0,0
"933",5313373,1994,10,4,19,28,0.58,0.768,3.5,13.5,1,0,0,0,1,0,0,10,1
"934",5410310,1995,5,2,6,12,0.32,0.1528,2.6,13.4167,1,0,1,0,0,0,0,5,1
"935",5462143,1995,0,5,12,5,0,0.56,10.5,7.8,0,0,0,0,0,1,0,0,0
"936",5476962,1995,1,1,5,1,0,0,4,3,1,1,0,0,0,0,0,1,0
"937",5302250,1994,0,1,7,6,0,0.6111,10.5,17.3333,0,1,0,0,0,0,0,0,0
"938",5084580,1992,4,1,10,3,0.75,0.4444,2.5,8.6667,1,1,0,0,0,0,0,4,1
"939",5091299,1992,5,3,16,3,0.72,0.6667,5,10.6667,1,0,0,1,0,0,0,5,1
"940",5292564,1994,3,6,5,5,0.6667,0.5,2.3333,44,1,0,0,0,0,0,1,3,0
"941",4978036,1990,15,1,8,22,0.24,0.18,5.2667,37.7273,1,1,0,0,0,0,0,15,1
"942",5043394,1991,0,1,6,3,0,0,10.5,7.6667,0,1,0,0,0,0,0,0,0
"943",5200168,1993,8,1,18,5,0.5625,0.56,3.25,15.2,1,1,0,0,0,0,0,8,1
"944",4979862,1990,1,5,17,9,0,0.2778,1,27.3333,1,0,0,0,0,1,0,1,0
"945",5172152,1992,0,5,10,1,0,0,10.5,2,0,0,0,0,0,1,0,0,0
"946",5430508,1995,1,3,13,58,0,0.3143,3,29.6897,1,0,0,1,0,0,0,1,0
"947",4978358,1990,9,3,2,10,0.5185,0.18,4.6667,10.2,1,0,0,1,0,0,0,9,1
"948",5160576,1992,3,1,22,8,0.4444,0.7188,3,2.5,1,1,0,0,0,0,0,3,0
"949",5228775,1993,4,1,4,3,0,0.4444,5.75,4.6667,1,1,0,0,0,0,0,4,1
"950",5242715,1993,5,1,12,9,0.72,0.6667,4.4,8.4444,1,1,0,0,0,0,0,5,1
"951",5065731,1991,8,5,12,10,0,0,3.625,5.8,1,0,0,0,0,1,0,8,1
"952",5391568,1995,2,3,4,0,0,1,5.5,85.1429,1,0,0,1,0,0,0,2,0
"953",5121186,1992,5,4,10,10,0.48,0.48,4,9.8,1,0,0,0,1,0,0,5,1
"954",5332785,1994,0,1,12,5,0,0.32,10.5,11.4,0,1,0,0,0,0,0,0,0
"955",5272389,1993,3,4,12,6,0.4444,0.2778,2.3333,5.8333,1,0,0,0,1,0,0,3,0
"956",5095747,1992,5,4,20,22,0.64,0.5125,6.2,14.5455,1,0,0,0,1,0,0,5,1
"957",5300463,1994,10,4,20,3,0.68,0,3.7,17.3333,1,0,0,0,1,0,0,10,1
"958",5367488,1994,21,2,20,7,0.0907,0,2.8095,1.5714,1,0,1,0,0,0,0,15,1
"959",5275399,1994,3,6,34,35,0,0,3.3333,24.7714,1,0,0,0,0,0,1,3,0
"960",5038912,1991,5,5,13,11,0,0.18,2.8,10.3636,1,0,0,0,0,1,0,5,1
"961",5169704,1992,5,6,17,4,0.56,0.375,4.4,6.5,1,0,0,0,0,0,1,5,1
"962",5273896,1993,9,3,4,8,0.6667,0.6563,4.5556,14.375,1,0,0,1,0,0,0,9,1
"963",5033349,1991,3,6,8,18,0,0,3.6667,55.2222,1,0,0,0,0,0,1,3,0
"964",5042660,1991,0,6,27,5,0,0,10.5,9.2,0,0,0,0,0,0,1,0,0
"965",5270012,1993,1,1,12,11,0,0.72,4,13.9091,1,1,0,0,0,0,0,1,0
"966",4949797,1990,1,6,16,14,0,0.7654,8,27.9286,1,0,0,0,0,0,1,1,0
"967",4938735,1990,4,5,15,6,0,0,4.5,2.6667,1,0,0,0,0,1,0,4,1
"968",4996202,1991,0,3,35,4,0,0,10.5,13.5,0,0,0,1,0,0,0,0,0
"969",5115283,1992,1,4,6,2,0,0.5,1,8,1,0,0,0,1,0,0,1,0
"970",5358401,1994,0,6,8,6,0,0,10.5,14.6667,0,0,0,0,0,0,1,0,0
"971",5434270,1995,0,1,3,2,0,0.5,10.5,11,0,1,0,0,0,0,0,0,0
"972",5220567,1993,8,2,2,2,0,0,2.875,2,1,0,1,0,0,0,0,8,1
"973",4940722,1990,0,3,19,5,0,0.64,10.5,7.2,0,0,0,1,0,0,0,0,0
"974",5392389,1995,10,2,6,3,0.54,0,2,3.6667,1,0,1,0,0,0,0,10,1
"975",5278623,1994,4,5,4,7,0,0,2.75,9,1,0,0,0,0,1,0,4,1
"976",5181107,1993,59,4,20,15,0.8779,0.5867,4.1356,5.7333,1,0,0,0,1,0,0,15,1
"977",5199520,1993,7,5,2,3,0,0,3.2857,11,1,0,0,0,0,1,0,7,1
"978",4997082,1991,6,6,10,35,0.5,0.8264,8,30.3143,1,0,0,0,0,0,1,6,1
"979",5462561,1995,27,3,41,32,0.0713,0.4473,3.5926,9.9688,1,0,0,1,0,0,0,15,1
"980",5196909,1993,5,4,7,5,0.56,0.56,5.2,2.8,1,0,0,0,1,0,0,5,1
"981",4968042,1990,4,6,9,3,0,0,4,20.6667,1,0,0,0,0,0,1,4,1
"982",5067450,1991,16,5,12,4,0.1172,0,2.875,2.75,1,0,0,0,0,1,0,15,1
"983",4898325,1990,7,6,1,1,0.449,0,6.8571,6,1,0,0,0,0,0,1,7,1
"984",5244586,1993,5,1,17,4,0.56,0,4.6,3.75,1,1,0,0,0,0,0,5,1
"985",5339042,1994,3,4,22,2,0,0.5,1,5.5,1,0,0,0,1,0,0,3,0
"986",5409209,1995,5,5,14,8,0.64,0.5313,3.2,8.375,1,0,0,0,0,1,0,5,1
"987",5448787,1995,0,6,12,4,0,0.6667,10.5,27,0,0,0,0,0,0,1,0,0
"988",5124050,1992,0,1,2,7,0,0.7222,10.5,20.4286,0,1,0,0,0,0,0,0,0
"989",4948970,1990,2,4,24,21,0.5,0.5,2.5,17.4286,1,0,0,0,1,0,0,2,0
"990",4946223,1990,11,6,5,8,0.5289,0.2188,3.8182,5.125,1,0,0,0,0,0,1,11,1
"991",5411700,1995,0,5,3,10,0,0.5714,10.5,20.2,0,0,0,0,0,1,0,0,0
"992",5299326,1994,1,6,8,9,0,0.5714,2,28.4444,1,0,0,0,0,0,1,1,0
"993",5306541,1994,1,6,9,0,0,1,3,85.1429,1,0,0,0,0,0,1,1,0
"994",4932732,1990,6,5,18,1,0.5,0,5.8333,18,1,0,0,0,0,1,0,6,1
"995",5361657,1994,4,5,16,10,0.375,0,3.75,39.3,1,0,0,0,0,1,0,4,1
"996",5101964,1992,6,5,13,10,0.7222,0.8395,3.8333,14.7,1,0,0,0,0,1,0,6,1
"997",5092805,1992,2,4,12,3,0,0,4.5,24,1,0,0,0,1,0,0,2,0
"998",4898304,1990,4,1,17,10,0.5,0,7.25,21.1,1,1,0,0,0,0,0,4,1
"999",5142822,1992,7,5,13,6,0.2449,0.6111,2.5714,8.6667,1,0,0,0,0,1,0,7,1
"1000",5129173,1992,2,5,23,19,0,0,2,19.1579,1,0,0,0,0,1,0,2,0
"1001",5344878,1994,1,1,5,4,0,0,4,6,1,1,0,0,0,0,0,1,0
"1002",4984164,1991,10,2,5,6,0.5,0.2778,3.5,2.3333,1,0,1,0,0,0,0,10,1
"1003",4921458,1990,2,6,19,10,0,0,6,32.9,1,0,0,0,0,0,1,2,0
"1004",5389440,1995,3,6,16,4,0.6667,0.375,1.3333,18.25,1,0,0,0,0,0,1,3,0
"1005",5225376,1993,1,4,18,16,0,0.4141,4,7,1,0,0,0,1,0,0,1,0
"1006",5245014,1993,1,1,6,7,0,0,5,5.5714,1,1,0,0,0,0,0,1,0
"1007",5047236,1991,13,3,9,21,0.6982,0.7756,4.3846,16.9048,1,0,0,1,0,0,0,13,1
"1008",5354144,1994,0,6,6,14,0,0.2551,10.5,11.0714,0,0,0,0,0,0,1,0,0
"1009",4909431,1990,4,5,13,1,0.375,0,3.5,2,1,0,0,0,0,1,0,4,1
"1010",5073592,1991,0,1,13,1,0,0,10.5,6,0,1,0,0,0,0,0,0,0
"1011",5214915,1993,9,4,6,3,0.5679,0,2.8889,8.3333,1,0,0,0,1,0,0,9,1
"1012",5437717,1995,4,1,13,3,0,0,2.5,7.6667,1,1,0,0,0,0,0,4,1
"1013",4999982,1991,4,6,17,16,0.375,0.8395,2,37,1,0,0,0,0,0,1,4,1
"1014",5018652,1991,4,6,10,10,0.5,0.72,6.25,28.3,1,0,0,0,0,0,1,4,1
"1015",5108428,1992,5,3,25,16,0.56,0.8267,5.2,8.5625,1,0,0,1,0,0,0,5,1
"1016",5083018,1992,2,4,12,3,0.5,0.4444,4,3.3333,1,0,0,0,1,0,0,2,0
"1017",5385257,1995,4,6,1,11,0.375,0.58,1.75,12.9091,1,0,0,0,0,0,1,4,1
"1018",5117131,1992,16,4,20,8,0.6641,0,3.6875,5.375,1,0,0,0,1,0,0,15,1
"1019",5228021,1993,13,2,3,7,0.3787,0.4082,3.6923,3.2857,1,0,1,0,0,0,0,13,1
"1020",5372901,1994,5,1,20,2,0.8,0.5,4,4.5,1,1,0,0,0,0,0,5,1
"1021",5330552,1994,0,1,7,2,0,0,10.5,12,0,1,0,0,0,0,0,0,0
"1022",5418336,1995,3,6,28,6,0.4444,0.48,3,14.5,1,0,0,0,0,0,1,3,0
"1023",5014868,1991,6,6,20,11,0.7222,0.7813,6.6667,26.7273,1,0,0,0,0,0,1,6,1
"1024",4998024,1991,13,4,12,20,0.8284,0.6,5,7.35,1,0,0,0,1,0,0,13,1
"1025",5370587,1994,1,5,14,4,0,0.4444,3,18.25,1,0,0,0,0,1,0,1,0
"1026",5285029,1994,13,5,8,4,0.7692,0.375,3.4615,6.75,1,0,0,0,0,1,0,13,1
"1027",5166091,1992,0,4,6,7,0,0.4082,10.5,4.4286,0,0,0,0,1,0,0,0,0
"1028",4956661,1990,2,5,8,9,0,0,4,5.2222,1,0,0,0,0,1,0,2,0
"1029",5448111,1995,0,4,6,5,0,0.8,10.5,11.6,0,0,0,0,1,0,0,0,0
"1030",4968822,1990,0,1,3,3,0,0.4444,10.5,3.6667,0,1,0,0,0,0,0,0,0
"1031",5113633,1992,0,6,8,4,0,0.4444,10.5,20.25,0,0,0,0,0,0,1,0,0
"1032",5220577,1993,4,4,17,2,0,0,4.75,2.5,1,0,0,0,1,0,0,4,1
"1033",5300551,1994,0,1,9,1,0,0,10.5,17,0,1,0,0,0,0,0,0,0
"1034",5411464,1995,2,5,9,9,0,0,4,15.6667,1,0,0,0,0,1,0,2,0
"1035",5148076,1992,3,4,23,11,0,0.7438,2.3333,5.6364,1,0,0,0,1,0,0,3,0
"1036",5479289,1995,1,5,24,7,0,0.6939,1,7.8571,1,0,0,0,0,1,0,1,0
"1037",4947226,1990,5,4,30,12,0.32,0.4861,4.2,5.5833,1,0,0,0,1,0,0,5,1
"1038",5010120,1991,5,1,7,1,0.72,0,4.2,17,1,1,0,0,0,0,0,5,1
"1039",5434286,1995,2,1,6,7,0,0.6939,2.5,8.8571,1,1,0,0,0,0,0,2,0
"1040",5393021,1995,1,6,19,9,0,0.2449,4,22.7778,1,0,0,0,0,0,1,1,0
"1041",5081283,1992,3,1,5,4,0.4444,0.625,3,12.25,1,1,0,0,0,0,0,3,0
"1042",5367618,1994,9,2,8,4,0.6173,0.375,3.3333,2.5,1,0,1,0,0,0,0,9,1
"1043",4983832,1991,0,4,14,11,0,0.1653,10.5,7.7273,0,0,0,0,1,0,0,0,0
"1044",5302366,1994,0,1,11,5,0,0.32,10.5,7.2,0,1,0,0,0,0,0,0,0
"1045",4900113,1990,10,2,5,2,0.64,0.5,4.9,6.5,1,0,1,0,0,0,0,10,1
"1046",5315465,1994,5,2,8,14,0.32,0.7041,3.4,12.7857,1,0,1,0,0,0,0,5,1
"1047",5246439,1993,5,3,5,7,0.64,0,2.8,12.8571,1,0,0,1,0,0,0,5,1
"1048",5430183,1995,0,1,20,1,0,0,10.5,13,0,1,0,0,0,0,0,0,0
"1049",4903011,1990,2,2,33,10,0.5,0.46,1,9.2,1,0,1,0,0,0,0,2,0
"1050",5279466,1994,0,5,4,9,0,0,10.5,19.3333,0,0,0,0,0,1,0,0,0
"1051",5446503,1995,0,4,22,23,0,0.3781,10.5,7.0435,0,0,0,0,1,0,0,0,0
"1052",4977318,1990,1,4,2,1,0,0,2,9,1,0,0,0,1,0,0,1,0
"1053",5302260,1994,4,1,10,12,0,0,5.75,28.4167,1,1,0,0,0,0,0,4,1
"1054",5452225,1995,7,2,39,9,0.4082,0,1.2857,4.6667,1,0,1,0,0,0,0,7,1
"1055",5107433,1992,14,2,4,6,0.3571,0,4.5,2.6667,1,0,1,0,0,0,0,14,1
"1056",5203891,1993,6,1,20,16,0.6111,0.5278,3,20.4375,1,1,0,0,0,0,0,6,1
"1057",5395681,1995,7,6,15,4,0.5714,0.625,2.7143,5.25,1,0,0,0,0,0,1,7,1
"1058",5066712,1991,3,1,7,4,0.4444,0.625,6.6667,11.5,1,1,0,0,0,0,0,3,0
"1059",5024881,1991,4,6,9,2,0.375,0.5,4.25,8.5,1,0,0,0,0,0,1,4,1
"1060",5450430,1995,0,4,9,2,0,0,10.5,6,0,0,0,0,1,0,0,0,0
"1061",5196891,1993,4,5,3,5,0,0,4.75,10.2,1,0,0,0,0,1,0,4,1
"1062",5130404,1992,5,1,22,1,0.72,0,5.2,15,1,1,0,0,0,0,0,5,1
"1063",4956006,1990,2,1,54,7,0,0.4082,6.5,9.1429,1,1,0,0,0,0,0,2,0
"1064",5360104,1994,5,6,20,7,0.32,0.2778,2.2,11.4286,1,0,0,0,0,0,1,5,1
"1065",5255556,1993,3,4,7,8,0.4444,0.5625,3,7,1,0,0,0,1,0,0,3,0
"1066",5252125,1993,3,1,6,8,0.4444,0,4.3333,2.625,1,1,0,0,0,0,0,3,0
"1067",5173590,1992,3,5,8,11,0.6667,0.4959,5.6667,4.5455,1,0,0,0,0,1,0,3,0
"1068",5017332,1991,14,4,2,7,0,0,4.8571,7.1429,1,0,0,0,1,0,0,14,1
"1069",5155729,1992,24,2,5,16,0.6285,0.3281,4.9583,6.5,1,0,1,0,0,0,0,15,1
"1070",5002946,1991,10,3,21,0,0.18,1,3,85.1429,1,0,0,1,0,0,0,10,1
"1071",5176975,1993,2,1,7,3,0.5,0,3,5.6667,1,1,0,0,0,0,0,2,0
"1072",5434345,1995,0,3,3,3,0,0.4444,10.5,7,0,0,0,1,0,0,0,0,0
"1073",5327720,1994,0,4,5,5,0,0.64,10.5,13.2,0,0,0,0,1,0,0,0,0
"1074",5370539,1994,1,6,8,7,0,0,3,24.2857,1,0,0,0,0,0,1,1,0
"1075",4890643,1990,1,6,5,17,0,0.4615,6,17.9412,1,0,0,0,0,0,1,1,0
"1076",5471220,1995,2,2,21,17,0.5,0.5467,1,5.9412,1,0,1,0,0,0,0,2,0
"1077",5210175,1993,0,1,20,10,0,0.64,10.5,4.4,0,1,0,0,0,0,0,0,0
"1078",4911708,1990,2,3,8,9,0.5,0.3704,7,17.5556,1,0,0,1,0,0,0,2,0
"1079",5209025,1993,1,5,16,4,0,0.375,4,10.5,1,0,0,0,0,1,0,1,0
"1080",5039154,1991,8,5,6,7,0,0.2778,4,23.8571,1,0,0,0,0,1,0,8,1
"1081",5334920,1994,3,4,7,8,0,0.6875,4,6.75,1,0,0,0,1,0,0,3,0
"1082",4961829,1990,1,1,6,8,0,0.8438,2,5.875,1,1,0,0,0,0,0,1,0
"1083",5240653,1993,8,1,1,10,0.6563,0.7,4.25,11.1,1,1,0,0,0,0,0,8,1
"1084",4996961,1991,4,5,2,1,0,0,2.5,1,1,0,0,0,0,1,0,4,1
"1085",4926178,1990,6,2,13,3,0.2778,0.4444,4.6667,11,1,0,1,0,0,0,0,6,1
"1086",5091621,1992,18,4,6,6,0.5185,0.5,3.5,5.8333,1,0,0,0,1,0,0,15,1
"1087",5106374,1992,22,3,14,6,0.5661,0.5,4.0455,12.1667,1,0,0,1,0,0,0,15,1
"1088",5275009,1994,0,6,1,1,0,0,10.5,3,0,0,0,0,0,0,1,0,0
